= Logs of language model for Lithuanian (lt) =

- Generated by BuildLangModel.py
- Started: 2023-07-08 17:16:01.900858
- Maximum depth: 4
- Max number of characters: 4000000

== Parsed pages ==

Dacijonai (revision 6709137; CACHED)
Cibori Krupai (revision 6794523; CACHED)
Obeliškių III skroblas (revision 6967771; CACHED)
961 m. (revision 5600866; CACHED)
Papušynys (Kelmė) (revision 6801208; CACHED)
Kazys Grinius (revision 6881701; CACHED)
Vytautas Majoras (revision 6978686; CACHED)
Igliškėliai (kaimas) (revision 6803043; CACHED)
Buratinas (gėrimas) (revision 6679068; CACHED)
Raseinių apskritis (revision 6813429; CACHED)
Banovcė prie Bebravo (revision 5899752; CACHED)
Alytaus namas (revision 6490924; CACHED)
Investicijos (revision 5651798; CACHED)
Gilšė (ežeras) (revision 6366526; CACHED)
RC Roubaix (revision 6592665; CACHED)
Gibilis (revision 5606773; CACHED)
Grinių ąžuolas (revision 6708411; CACHED)
Malajų salynas (revision 6336647; CACHED)
Kėdainiai (revision 6951044; CACHED)
2010 m. žiemos olimpinių žaidynių medalių lentelė (revision 6877673; CACHED)
Forbes (revision 5337941; CACHED)
Ortel Ksionženci Piervšai (revision 6774714; CACHED)
Ferencvaros Budapest (revision 6968421; CACHED)
Anglijos futbolo varžybos 1942–1943 m. (revision 5723039; CACHED)
Valerija Valsiūnienė (revision 6560507; CACHED)
Buivėnų ąžuolas (revision 6575959; CACHED)
1880 m. Vokietijos gyventojų surašymas (revision 6382683; CACHED)
Viktor Ahn (revision 6907448; CACHED)
Petriškės (Vilnius) (revision 6872435; CACHED)
UEFA taurė 1977–1978 m. (revision 4335893; CACHED)
Fukushima United FC (revision 6821362; CACHED)
Pikčiūnų pagrindinė mokykla (revision 6776533; CACHED)
Arapha (revision 6791440; CACHED)
Krupnikai (revision 6918935; CACHED)
miestelis Mažeikių rajone (revision 6950600; CACHED)
Grammar (revision 6952344; CACHED)
Silmariljonas (revision 6685523; CACHED)
Sėsnos (revision 4985396; CACHED)
Papilio valsčius (revision 6887992; CACHED)
Vidiškių herbas (revision 6716973; CACHED)
Theodore Roosevelt (revision 6860759; CACHED)
Molėtų apylinkė (revision 6643249; CACHED)
Kaunių ąžuolas (revision 6972199; CACHED)
Magistralinis kelias A11 (Lietuva) (revision 6735561; CACHED)
Nakondės apskritis (revision 6798209; CACHED)
Straškūniškės (revision 6805572; CACHED)
FK Torpedo Žodino (revision 6983300; CACHED)
pavardė (revision 6435140; CACHED)
(Hook.) K.D.Hill & L.A.S.Johnson (revision 5777647; CACHED)
Mikalojus Sienickis (revision 6616135; CACHED)
Tomas Vainilavičius (revision 6967188; CACHED)
George Maxwell Richards (revision 6578018; CACHED)
Kyšininkavimas (revision 6182281; CACHED)
Pišiu (revision 6776780; CACHED)
Gambija olimpinėse žaidynėse (revision 6185905; CACHED)
Komjaunimas (revision 6931288; CACHED)
Mstislavlio apskritis (revision 6978171; CACHED)
Dotamų apylinkė (revision 6637946; CACHED)
Uzbekistanas olimpinėse žaidynėse (revision 5990896; CACHED)
Ingavangio apylinkė (revision 6641183; CACHED)
Bišopbrigsas (revision 6871674; CACHED)
Leipcigo universitetas (revision 5880442; CACHED)
Azerbaidžano futbolo federacijų asociacija (revision 6226918; CACHED)
Delikatesas (revision 6491958; CACHED)
Vasario 9 (revision 6875535; CACHED)
SK Salzburg (revision 6665228; CACHED)
Derby County FC (revision 6719043; CACHED)
Viršurodukis (upė) (revision 6984075; CACHED)
Vytautai (revision 6993161; CACHED)
Džegvas (revision 6796164; CACHED)
FK Transinvest (revision 6910233; CACHED)
Glendeilas (Arizona) (revision 6760779; CACHED)
Radviliškio Vaižganto pagrindinė mokykla (revision 6902854; CACHED)
Maniežas (revision 5574606; CACHED)
Juozas Vailokaitis (revision 6970054; CACHED)
Piktežeris (revision 5808461; CACHED)
Džunas (revision 6073253; CACHED)
Sabonėliai (revision 6843421; CACHED)
Skandinavija (revision 6933552; CACHED)
Augustavo ujezdas (revision 6915209; CACHED)
Aivaras Rudzitis (revision 6721731; CACHED)
Čarna Ves Koscelna (revision 6918974; CACHED)
Kalnalis (Šilutė) (revision 6834044; CACHED)
Akišima (revision 6110632; CACHED)
Jungtinė Karalystė 2024 m. vasaros olimpinėse žaidynėse (revision 6994010; CACHED)
LKL 2010–2011 m. sezonas (revision 5838069; CACHED)
Dotnuvos pagrindinė mokykla (revision 6558201; CACHED)
FK Pažanga Vilnius (revision 6667524; CACHED)
Orenburgo gubernija (revision 6774645; CACHED)
Lietuvos futbolo varžybos 1934 m. (revision 5725739; CACHED)
Ángel Ortiz (revision 5059287; CACHED)
Leonpolės valsčius (revision 6887312; CACHED)
Žuromino apskritis (revision 4985397; CACHED)
Bette Midler (revision 4477832; CACHED)
Thể Công FC (revision 6917883; CACHED)
Graubiundenas (revision 6470605; CACHED)
Heinrich Böll (revision 6340166; CACHED)
Radviliškio viešoji biblioteka (revision 6688207; CACHED)
Valuckai (revision 6755800; CACHED)
Art deco (revision 6791588; CACHED)
Toliočių apylinkė (revision 6637435; CACHED)
Porosli Kolonija (revision 6918943; CACHED)
Tomas Akvinietis (revision 6734274; CACHED)
Sirija (revision 6819262; CACHED)
Paežeris (Raseiniai) (revision 6819674; CACHED)
Pasaulio treko čempionatas (revision 6186077; CACHED)
Vosgėlių lobiai (revision 6886343; CACHED)
Armėnijos futbolo varžybos 2014–2015 m. (revision 6710361; CACHED)
Raudonuodegė gražutė (revision 6786588; CACHED)
Windows 11 (revision 6987492; CACHED)
Giniočiai (revision 6841199; CACHED)
Tolimųjų Rytų mažoji rasė (revision 6202137; CACHED)
Naudžiai (revision 6825602; CACHED)
Kaniavos apylinkė (revision 6643326; CACHED)
Kornicenas (revision 6181877; CACHED)
Šauijos-Urdigo (revision 6149551; CACHED)
Pričalai (Įsė) (revision 6937102; CACHED)
Roger Bates (revision 6896828; CACHED)
Gaurės seniūnijoje (revision 6721523; CACHED)
Andrius Giedraitis (revision 6581926; CACHED)
Metelių RP (revision 6975997; CACHED)
Pjūklai (revision 6802628; CACHED)
Kupsčiai (Raseiniai) (revision 6714642; CACHED)
Paul Mauriat (revision 6897521; CACHED)
Didžiojo kunigaikščio taryba (revision 6949187; CACHED)
Kuršėnai (revision 6982756; CACHED)
Afroditi Frida (revision 6427746; CACHED)
Marinella (revision 6679971; CACHED)
Senamiestis (Druskininkai) (revision 6961440; CACHED)
Ateistai (revision 6965315; CACHED)
Nelly Furtado (revision 6936181; CACHED)
Kėdainių gimnazija (revision 6711221; CACHED)
Stiegvilai (revision 6755752; CACHED)
Apyninė liucerna (revision 6791404; CACHED)
Paskerdinis (revision 6840218; CACHED)
Pruta (revision 6193362; CACHED)
computer (revision 6925666; CACHED)
1655 m. (revision 6421877; CACHED)
Škotijos futbolo varžybos 1899–1900 m. (revision 6441795; CACHED)
Sophie Marceau (revision 6994292; CACHED)
Writing (revision 6405528; CACHED)
Siirtspor (revision 6956816; CACHED)
Bočė (revision 5072004; CACHED)
Jonas Mikėnas (revision 6899541; CACHED)
Birželio 20 (revision 6630483; CACHED)
Kostas Arvasevičius (revision 6881956; CACHED)
Buivydžių šv. Jurgio bažnyčia (revision 6961832; CACHED)
Cthulhu Mythos (revision 5561627; CACHED)
Melionkaimis (revision 6935809; CACHED)
Klemensas II (revision 6912167; CACHED)
Nausodis (revision 6700740; CACHED)
Biržų giria (revision 6633756; CACHED)
Ruda Žečka (revision 6919006; CACHED)
Melody Thornton (revision 6494688; CACHED)
Lazdininkų kapinynas (revision 6182704; CACHED)
Orlaivių registracija (revision 6596645; CACHED)
Vimisojerių kalba (revision 4687601; CACHED)
Amazon (revision 6462080; CACHED)
Mikalojus Faustinas Radvila (revision 6979080; CACHED)
Jonavos Achema-KKSC (revision 6798674; CACHED)
VMS Stalin (revision 6994661; CACHED)
Heroldas (revision 6762049; CACHED)
Pietų Jutlandijos tarmė (revision 6532575; CACHED)
Šeimyniškiai (Raseiniai) (revision 6708727; CACHED)
1983 m. Nobelio premijos laureatai (revision 6354107; CACHED)
Širvintų rajono savivaldybės Igno Šeiniaus viešoji biblioteka (revision 6579792; CACHED)
Johann Friedrich Wolfgang (revision 6445337; CACHED)
Hidayet Türkoğlu (revision 6363113; CACHED)
Turčinas (Grajevo apskritis) (revision 6784997; CACHED)
Otonas IV (revision 5405304; CACHED)
Sakramentas (Kalifornija) (revision 6660389; CACHED)
Filandija (revision 5572754; CACHED)
Bronius Markauskas (revision 6973104; CACHED)
Rytų Timoras olimpinėse žaidynėse (revision 6185918; CACHED)
Kėdainių stadionas (revision 6711212; CACHED)
Naugardukas (revision 6845948; CACHED)
Garcinija (revision 6760210; CACHED)
Kalnuotė IV (revision 6874981; CACHED)
Siulkas (revision 6781362; CACHED)
Rusėnų kalba (revision 6816033; CACHED)
Richard Rogers (revision 6439232; CACHED)
Jankaičiai (Radviliškis) (revision 6846832; CACHED)
Rungu (revision 6495559; CACHED)
MOİK Bakı (revision 6970437; CACHED)
Carmit Bachar (revision 6719993; CACHED)
Stolpcų valsčius (revision 6949030; CACHED)
Arbatos sietelis (revision 5728950; CACHED)
Lietuvos futbolo varžybos 2009–2010 m. (revision 6724697; CACHED)
Pakaršys (revision 6869935; CACHED)
Urbeliai (revision 6799936; CACHED)
Šateikių herbas (revision 6688945; CACHED)
Sumba (Farerai) (revision 6782822; CACHED)
Hey Stoopid (revision 4371228; CACHED)
Divas (revision 6758274; CACHED)
Edukacinė komisija (revision 6504081; CACHED)
Salvadoras Dali (revision 6895568; CACHED)
Šaukoto seniūnija (revision 6729802; CACHED)
Bojarai (Palenkės vaivadija) (revision 6925729; CACHED)
Pesiai (revision 6849127; CACHED)
Balotnios valsčius (revision 6954872; CACHED)
Gytis Paulauskas (revision 6972795; CACHED)
Laukagalio akmuo su dubenėliais (revision 6568058; CACHED)
Škotijos futbolo varžybos 1933–1934 m. (revision 6441888; CACHED)
Ujpest Dozsa Budapest (revision 6969258; CACHED)
Windows XP Mode (revision 6586797; CACHED)
Vytautas Juodkazis (revision 6205949; CACHED)
Prancūzijos vyrų krepšinio rinktinė (revision 6689958; CACHED)
Strutinskiai (revision 6728055; CACHED)
Juozas Maniušis (revision 6940826; CACHED)
Virus (revision 6828155; CACHED)
Darbas (revision 6927477; CACHED)
Papas (revision 6129307; CACHED)
Pakruojo rajono savivaldybės taryba 2003–2007 m. (revision 3212542; CACHED)
Supernova (revision 6276327; CACHED)
Druskininkų sanatorinė mokykla (revision 6552947; CACHED)
Išdagai (Gumbinės apskritis) (revision 6943429; CACHED)
Škotijos futbolo varžybos 1917–1918 m. (revision 6441855; CACHED)
Statytojas (revision 6990126; CACHED)
MFK Žalgiris (revision 6960195; CACHED)
Ignas Domeika (revision 6948089; CACHED)
Anakletas (revision 6474151; CACHED)
Geisteriškių apylinkė (revision 6637968; CACHED)
Komunistų internacionalas (revision 6538850; CACHED)
Vladas Jezukevičius (revision 5728873; CACHED)
Soldier (albumas) (revision 6951144; CACHED)
Richard Wagner (revision 6912654; CACHED)
Keltiberų kalba (revision 5672850; CACHED)
FC Union Berlin (revision 6988022; CACHED)
Antaniškiai (Raseiniai) (revision 6820193; CACHED)
Smardonės šaltinis (revision 6573047; CACHED)
Grzegorz Błaszczyk (revision 6177165; CACHED)
Stanisław Małachowski (revision 6703269; CACHED)
Šilavoto seniūnija (revision 6811921; CACHED)
Paulius Marcinkus (revision 6670097; CACHED)
Trasninkas (revision 6871393; CACHED)
Jolanta Malijauskienė (revision 6186313; CACHED)
Riyo Mori (revision 6197871; CACHED)
Deividas Malžinskas (revision 6956635; CACHED)
Umberto Boccioni (revision 6216132; CACHED)
Namnao nacionalinis parkas (revision 6339451; CACHED)
Žylakiai (Raudėnai) (revision 6894541; CACHED)
Midžiūnai (revision 6808640; CACHED)
Kurtuvėnų pradinė mokykla (revision 6564628; CACHED)
Verbų sekmadienis (revision 6597094; CACHED)
Radviliškio rajono savivaldybės taryba (revision 6838834; CACHED)
Mogiliavo rajonas (revision 6935925; CACHED)
Apidėmė (Panevėžys) (revision 6843370; CACHED)
Audinių taukai (revision 6689931; CACHED)
Dajana Eitberger (revision 6866836; CACHED)
Pietų Korėjos prezidentas (revision 6850855; CACHED)
Valgomoji bulvė (revision 6978245; CACHED)
Vidmantas Gulbinas (revision 6497286; CACHED)
Apoteozė (revision 6538376; CACHED)
Folklore (revision 6653141; CACHED)
Algis Strelčiūnas (revision 6878163; CACHED)
Győri ETO FC (revision 6989234; CACHED)
Automobilis (revision 6948301; CACHED)
Vita Andrulienė (revision 4967815; CACHED)
Antrasis Baltarusijos frontas (revision 6970916; CACHED)
Miorų rajonas (revision 6935890; CACHED)
Antaniškių apylinkė (revision 6642198; CACHED)
Sébastien Ogier (revision 6916126; CACHED)
Babėnai (revision 6717807; CACHED)
Autobuss Debesīs (revision 6335991; CACHED)
Michailas Čiblis (revision 4979928; CACHED)
Vesterboko perkėlimo stovykla (revision 6976637; CACHED)
Kęstutis Lapinskas (revision 6882153; CACHED)
Kipro futbolo varžybos 1945–1946 m. (revision 6740686; CACHED)
Aleksandras I (popiežius) (revision 6471879; CACHED)
Jungtinė Karalystė 1964 m. žiemos olimpinėse žaidynėse (revision 6908707; CACHED)
Ukraina olimpinėse žaidynėse (revision 6903006; CACHED)
Isidore Epstein (revision 5167525; CACHED)
Janisjarvis (revision 6763550; CACHED)
Arnolfo di Cambio (revision 6162450; CACHED)
Baltauodegis elnias (revision 6792448; CACHED)
Philip Zinckernagel (revision 6746330; CACHED)
Vengrijos futbolo varžybos 2000–2001 m. (revision 6740576; CACHED)
Chikakų kalbos (revision 5017218; CACHED)
Lukšių tremtinių koplyčia (revision 6618603; CACHED)
Šiupienių apylinkė (revision 6642364; CACHED)
Marcelo Chierighini (revision 6909739; CACHED)
Alfredas Senas (revision 6878021; CACHED)
Senoji graikų kalba (revision 6258465; CACHED)
Kauno Žalgiris B (revision 6945553; CACHED)
Koritkai (Suvalkų apskritis) (revision 6767275; CACHED)
Paryžiaus komuna (revision 6664038; CACHED)
Šiluva (revision 6891413; CACHED)
Aleksandras Geinrichas (revision 4977957; CACHED)
Ohajo armija (revision 4399828; CACHED)
211 m. pr. m. e. (revision 5302698; CACHED)
Valakėliai (Varėna) (revision 6869899; CACHED)
Lietuvos miškai (revision 6900796; CACHED)
Zagaciai (Liublino vaivadija) (revision 6787745; CACHED)
Panaros apylinkė (revision 6643306; CACHED)
Karklėnai (revision 6881549; CACHED)
Balbieriškis (revision 6878766; CACHED)
Novi Rogožinas (revision 6774009; CACHED)
Fernando Alonso (revision 6904036; CACHED)
2032 m. vasaros olimpinės žaidynės (revision 6831032; CACHED)
Communication (revision 4594685; CACHED)
Josvainių valsčius (revision 6887816; CACHED)
Aleksijus II (revision 6829599; CACHED)
Vargeniškė (revision 6800757; CACHED)
Vilniaus miškų urėdija (revision 6349108; CACHED)
Nikola Pusenas (revision 6635697; CACHED)
Juodonių piliakalnis (revision 5902245; CACHED)
Kuoknesės savivaldybė (revision 6285945; CACHED)
Juozapas Žiogas (revision 4992574; CACHED)
Žvirbliniai paukščiai (revision 6789769; CACHED)
Viasat (revision 6868065; CACHED)
Glass (revision 6069064; CACHED)
Žaliosios miško holokausto vieta (revision 5831324; CACHED)
Slovakijos futbolo varžybos 1941–1942 m. (revision 6742507; CACHED)
FC Magdeburg (revision 6987970; CACHED)
Nemunas (žurnalas) (revision 6883397; CACHED)
Kaltinėnų seniūnijoje (revision 6600109; CACHED)
Siela (revision 6608829; CACHED)
Vižarnė (revision 6787075; CACHED)
Kryčavo rajonas (revision 6934841; CACHED)
Uliga (revision 6785251; CACHED)
Jonas Kastytis Matulionis (revision 6880905; CACHED)
Sagan Tosu (revision 6821539; CACHED)
Santo Domingo karališkoji audiencija (revision 6369547; CACHED)
Žukausko ąžuolas (revision 6438765; CACHED)
Tukumo savivaldybė (revision 6363105; CACHED)
Kamardė (revision 6844186; CACHED)
Jukiai (revision 5009865; CACHED)
Vilniaus Šventosios Dvasios bažnyčia (revision 6969332; CACHED)
Liepos 26 (revision 6747292; CACHED)
Mongolų kaligrafija (revision 6615357; CACHED)
Arnoldas Deltuva (revision 6963998; CACHED)
Juan Pablo Sorín (revision 6245066; CACHED)
Sinabangas (revision 6820832; CACHED)
Jungtinių Valstijų Žuvų ir Laukinės gamtos tarnyba (revision 6276752; CACHED)
Natalie Geisenberger (revision 6485294; CACHED)
Kadiso provincija (revision 4580072; CACHED)
Ugniagesys (revision 6728501; CACHED)
Fortunatianas Akvilėjietis (revision 6450678; CACHED)
Švenčionių valsčius (revision 6887374; CACHED)
Antonov An-225 (revision 6878486; CACHED)
Masališkės (revision 6870752; CACHED)
Pūčkorių atodanga (revision 5558174; CACHED)
Luca Cordero di Montezemolo (revision 6897588; CACHED)
Garbingas žaidimas (1986 filmas) (revision 5596481; CACHED)
Sveržanis (Rahačovas) (revision 6949038; CACHED)
Žvaigždėlapis (revision 6149929; CACHED)
Išdagai (Darkiemio apskritis) (revision 6943427; CACHED)
Šilalės kaimiškoji seniūnija (revision 6705316; CACHED)
Petroškos (revision 6830122; CACHED)
Somersetas (revision 6236194; CACHED)
Valdeikių apylinkė (Pasvalys) (revision 6640614; CACHED)
Čumašų kalbos (revision 5009849; CACHED)
FC Gintra (revision 6992846; CACHED)
Vainiūnai (Kėdainiai) (revision 6799892; CACHED)
Širvintų rajono savivaldybės taryba 2000–2003 m. (revision 6729952; CACHED)
PFK CSKA Sofiâ (revision 6994656; CACHED)
2014 m. rinkimai į Europos Parlamentą Lietuvoje (revision 6946594; CACHED)
Limbė (dainos) (revision 6926079; CACHED)
Liberalizmas (revision 6476252; CACHED)
Pakruojo rajono savivaldybės taryba 2011–2015 m. (revision 4978871; CACHED)
Lančiūnavos dvaras (revision 6229298; CACHED)
Antonov An-24 (revision 6985082; CACHED)
Kalnai (Radviliškis) (revision 6818190; CACHED)
San Antonijo Spurs (revision 6971072; CACHED)
Telšiai (revision 6947571; CACHED)
Gelvonų dvaras (revision 6662922; CACHED)
Jonas Tamulis (1958) (revision 6880995; CACHED)
Tomas Rimantas Buivydas (revision 6496903; CACHED)
Burgasas (revision 6793852; CACHED)
Ščečycai (revision 6865782; CACHED)
Filippo Tommaso Marinetti (revision 6595229; CACHED)
1918 m. Nobelio premijos laureatai (revision 6354020; CACHED)
Šv. Florijonas (revision 6468816; CACHED)
Saidu Šarifas (revision 6779865; CACHED)
WSG Tirol (revision 6973381; CACHED)
A lyga (revision 6958697; CACHED)
Stefan Bötticher (revision 6490502; CACHED)
Anzani 3 cilindrų varikliai (revision 6936833; CACHED)
Numancija (revision 6980893; CACHED)
Merkmenys (Ignalina) (revision 6752178; CACHED)
Meksikas (revision 6960994; CACHED)
Mohamed Kader (revision 4922279; CACHED)
VfL Wolfsburg (revision 6988012; CACHED)
Pagirių Adomo Jakšto pagrindinė mokykla (revision 6673397; CACHED)
Uzbekijos futbolo varžybos 2023 m. (revision 6979635; CACHED)
Zaltanas (revision 6942403; CACHED)
Vohino valsčius (revision 6920606; CACHED)
Užlieknės šv. Marijos Magdalietės bažnyčia (revision 6962217; CACHED)
Vokietijos futbolo varžybos 1998–1999 m. (revision 6743343; CACHED)
Varėna (revision 6947579; CACHED)
Armėnijos futbolo varžybos 2001–2002 m. (revision 6710343; CACHED)
Torshaunas (revision 6728393; CACHED)
Sansija (revision 4701982; CACHED)
Vytautė (revision 6962061; CACHED)
Kirgizai (revision 6475288; CACHED)
Apidėmės (revision 6849213; CACHED)
Kurkliečiai (Kamajai) (revision 6846103; CACHED)
Buivydas (ežeras) (revision 5817633; CACHED)
XIII a. (revision 5676731; CACHED)
Tauzų senosios kapinės (revision 6300745; CACHED)
Cistinė fibrozė (revision 6023779; CACHED)
Recep Tayyip Erdoğan (revision 6991912; CACHED)
Ellen Swallow Richards (revision 6758626; CACHED)
Liaubarai (Radviliškis) (revision 6818193; CACHED)
Evelina Sašenko (revision 6879844; CACHED)
Stasė Krinickaitė (revision 4944030; CACHED)
First Wien (revision 6966575; CACHED)
Australijos mažoji rasė (revision 6167202; CACHED)
Pagirgždūtis (Kelmė) (revision 6840163; CACHED)
Rekonstrukcija (JAV) (revision 6702628; CACHED)
Barkuškiai (Anykščiai) (revision 6888898; CACHED)
Enzo Tortora (revision 6867761; CACHED)
Giedraičių apylinkė (Radviliškis) (revision 6641208; CACHED)
Vladas Sirutavičius (revision 6886295; CACHED)
Gečiai (Šakiai) (revision 6847633; CACHED)
Puntius melanampyx (revision 6778093; CACHED)
Kubiliai (revision 6708904; CACHED)
Laukagalio pelkė (revision 6348506; CACHED)
Artūras Melianas (revision 6935231; CACHED)
Inter Milan (revision 6988326; CACHED)
Ignalinos-Minsko elektros jungtis (revision 5178752; CACHED)
Vytautas Dumšaitis (revision 5753369; CACHED)
Preila (revision 6839075; CACHED)
Popiežius Benediktas XVI (revision 6829564; CACHED)
Pinčuvo apskritis (revision 6922508; CACHED)
Nova Kamionka (Sokulkos apskritis) (revision 6773922; CACHED)
Ignacijus Zdanavičius (revision 6857689; CACHED)
Vyresnioji Eda (revision 5569010; CACHED)
Žaidimų automatas (revision 6917185; CACHED)
Lietuvos Statutai (revision 6934259; CACHED)
Lenos plynaukštė (revision 6182797; CACHED)
Vienybė (Niujorkas) (revision 4977676; CACHED)
Anglijos futbolo varžybos 1982–1983 m. (revision 6747731; CACHED)
Stephanie Topalian (revision 6429252; CACHED)
Škotijos futbolo varžybos 1889–1890 m. (revision 6621387; CACHED)
Rombinės plekšnės (revision 6779265; CACHED)
Jokūbas Brodovskis (revision 6493164; CACHED)
Mažasis akmeninis strazdas (revision 5996352; CACHED)
Pociūniškiai (revision 6849482; CACHED)
Antanas Lipšys (revision 6160139; CACHED)
Los Andželas (revision 6452714; CACHED)
Voluinė (revision 6678153; CACHED)
Akademinis irklavimas olimpinėse žaidynėse (revision 6052003; CACHED)
Pilėnai (Kėdainiai) (revision 6699948; CACHED)
Bhimbetkos olų būstai (revision 6100916; CACHED)
Kilmininkas (revision 6881797; CACHED)
Trakija (revision 5726796; CACHED)
Ledynmetis 4 (revision 6724434; CACHED)
Jorge Garbajosa (revision 5846126; CACHED)
Ruzgai (revision 6714542; CACHED)
Ganos futbolo supertaurė (revision 6930350; CACHED)
Beinorava (revision 6897465; CACHED)
Povilas Matulionis (revision 6949897; CACHED)
Liza Stara (revision 6925792; CACHED)
Ričardas Zdančius (revision 6833519; CACHED)
Balandžio 8 (revision 6933113; CACHED)
Harelbekė (revision 6761772; CACHED)
Januvka (Palenkės Bialos valsčius) (revision 6763566; CACHED)
UEFA čempionų lyga 1998–1999 m. (revision 6508328; CACHED)
Austrijos futbolo klubas (revision 5472931; CACHED)
Boketė (revision 6793322; CACHED)
Spaustuvė (revision 6585331; CACHED)
Liveta Kazlauskienė (revision 6882668; CACHED)
Trauma (revision 6638968; CACHED)
Lietuvos salės futbolo varžybos 2022–2023 m. (revision 6970382; CACHED)
Dotnuvos herbas (revision 6730964; CACHED)
Šcebelecas (revision 6788480; CACHED)
Kanutas Ruseckas (revision 6605511; CACHED)
Pagirgždūtis (Telšiai) (revision 6851502; CACHED)
...on the Radio (Remember the Days) (revision 6574420; CACHED)
Kęstutis Rimkus (revision 6494055; CACHED)
Mačida (revision 4567090; CACHED)
Tekstilisti Yzberish (revision 6437376; CACHED)
Kicmanė (revision 6875697; CACHED)
Witold Bałażak (revision 6204114; CACHED)
FC Messina Peloro (revision 6720612; CACHED)
FK Širvinta Širvintos (revision 6685167; CACHED)
Kolpingo kolegija (revision 6981786; CACHED)
Pietų Kinijos jūra (revision 6037211; CACHED)
Ukrainos transportas (revision 6702395; CACHED)
Komisaras Pepe (revision 6393418; CACHED)
Sas (revision 5580407; CACHED)
Lubano ežero gyvenvietės (revision 6486066; CACHED)
Vokietijos kapituliacijos aktas (revision 6968374; CACHED)
Herta Miuler (revision 6911779; CACHED)
Nevyriausybinė organizacija (revision 6891074; CACHED)
Girondins Bordeaux (revision 6720697; CACHED)
Teofilius Matulionis (revision 6993605; CACHED)

== End of Parsed pages ==

- Number of pages processed: 2148
- Number of characters consumed: 4081164

- Wikipedia parsing ended at: 2023-07-08 17:16:08.189765

73 characters appeared 4081164 times.

[ 0] Character 'i' usage: 523656 (12.831045261 %)
[ 1] Character 'a' usage: 454015 (11.124644832 %)
[ 2] Character 's' usage: 322870 (7.911223367 %)
[ 3] Character 'o' usage: 276976 (6.786691248 %)
[ 4] Character 'e' usage: 230563 (5.649442169 %)
[ 5] Character 'r' usage: 230266 (5.642164833 %)
[ 6] Character 't' usage: 220420 (5.400910133 %)
[ 7] Character 'n' usage: 215663 (5.284350249 %)
[ 8] Character 'u' usage: 184901 (4.530594703 %)
[ 9] Character 'k' usage: 163990 (4.018216372 %)
[10] Character 'l' usage: 149161 (3.654864152 %)
[11] Character 'm' usage: 142843 (3.500055376 %)
[12] Character 'p' usage: 109360 (2.679627675 %)
[13] Character 'v' usage: 106812 (2.617194506 %)
[14] Character 'd' usage: 104432 (2.558877810 %)
[15] Character 'j' usage: 92785 (2.273493543 %)
[16] Character 'g' usage: 72884 (1.785863053 %)
[17] Character 'ė' usage: 65762 (1.611354016 %)
[18] Character 'b' usage: 61684 (1.511431543 %)
[19] Character 'y' usage: 58927 (1.443877286 %)
[20] Character 'ų' usage: 49887 (1.222371853 %)
[21] Character 'š' usage: 44827 (1.098387617 %)
[22] Character 'ž' usage: 32544 (0.797419560 %)
[23] Character 'c' usage: 29170 (0.714747067 %)
[24] Character 'ą' usage: 20096 (0.492408538 %)
[25] Character 'f' usage: 19049 (0.466754093 %)
[26] Character 'č' usage: 18598 (0.455703324 %)
[27] Character 'į' usage: 17301 (0.423923175 %)
[28] Character 'z' usage: 16388 (0.401552106 %)
[29] Character 'ū' usage: 15223 (0.373006329 %)
[30] Character 'h' usage: 14539 (0.356246404 %)
[31] Character 'ę' usage: 6241 (0.152922059 %)
[32] Character 'w' usage: 3549 (0.086960485 %)
[33] Character 'x' usage: 3328 (0.081545363 %)
[34] Character 'q' usage: 348 (0.008526979 %)
[35] Character 'ā' usage: 292 (0.007154822 %)
[36] Character 'é' usage: 229 (0.005611144 %)
[37] Character 'ó' usage: 165 (0.004042964 %)
[38] Character 'á' usage: 151 (0.003699925 %)
[39] Character 'ö' usage: 137 (0.003356885 %)
[40] Character 'ł' usage: 137 (0.003356885 %)
[41] Character 'ü' usage: 135 (0.003307880 %)
[42] Character 'ī' usage: 116 (0.002842326 %)
[43] Character 'ä' usage: 112 (0.002744315 %)
[44] Character 'í' usage: 87 (0.002131745 %)
[45] Character 'ś' usage: 78 (0.001911219 %)
[46] Character 'ń' usage: 65 (0.001592683 %)
[47] Character 'ō' usage: 43 (0.001053621 %)
[48] Character 'â' usage: 42 (0.001029118 %)
[49] Character 'ż' usage: 36 (0.000882101 %)
[50] Character 'ē' usage: 32 (0.000784090 %)
[51] Character 'ú' usage: 31 (0.000759587 %)
[52] Character 'ß' usage: 31 (0.000759587 %)
[53] Character 'ć' usage: 28 (0.000686079 %)
[54] Character 'ë' usage: 25 (0.000612570 %)
[55] Character 'ø' usage: 18 (0.000441051 %)
[56] Character 'ô' usage: 16 (0.000392045 %)
[57] Character 'ð' usage: 12 (0.000294034 %)
[58] Character 'ņ' usage: 12 (0.000294034 %)
[59] Character 'å' usage: 11 (0.000269531 %)
[60] Character 'æ' usage: 10 (0.000245028 %)
[61] Character 'đ' usage: 9 (0.000220525 %)
[62] Character 'ã' usage: 8 (0.000196023 %)
[63] Character 'ï' usage: 8 (0.000196023 %)
[64] Character 'õ' usage: 6 (0.000147017 %)
[65] Character 'ļ' usage: 6 (0.000147017 %)
[66] Character 'ź' usage: 5 (0.000122514 %)
[67] Character '―' usage: 4 (0.000098011 %)
